symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
TRGP,—,73,2026-02-27,2026-03-09,235.99,234.39,27.265,-44.89,-0.68,A:EMA8
VZ,XLC,73,2026-03-03,2026-03-09,50.91,50.37,123.551,-67.52,-1.05,A:EMA8
TRGP,—,73,2026-02-27,2026-03-10,235.99,232.12,54.53,-212.39,-1.64,B:ATR2.5x
WM,—,67,2026-03-05,2026-03-10,246.29,235.19,25.0315,-279.1,-4.51,A:EMA8
WM,—,67,2026-03-05,2026-03-10,246.29,235.19,25.0315,-279.1,-4.51,A:EMA21
QSR,—,55,2026-03-06,2026-03-10,74.04,71.89,80.6905,-174.51,-2.9,A:EMA8
VZ,XLC,73,2026-03-03,2026-03-18,50.91,49.52,123.551,-173.61,-2.74,A:EMA21
WM,—,67,2026-03-05,2026-03-18,246.29,233.44,50.0631,-644.69,-5.22,B:ATR2.5x
EQT,—,63,2026-03-11,2026-03-18,63.88,63.42,91.7051,-43.1,-0.71,A:EMA8
QSR,—,55,2026-03-06,2026-03-27,74.04,71.31,80.6905,-221.24,-3.68,A:EMA21
EQT,—,63,2026-03-11,2026-03-31,63.88,63.54,91.7051,-32.11,-0.53,A:EMA21
EQT,—,63,2026-03-11,2026-04-01,63.88,61.0,183.4101,-530.22,-4.51,B:ATR2.5x
EOG,XLE,78,2026-03-18,2026-04-01,137.63,140.21,42.4792,108.32,1.87,A:EMA8
EOG,XLE,78,2026-03-18,2026-04-01,137.63,140.21,84.9583,217.64,1.87,B:ATR2.5x
VZ,XLC,73,2026-03-03,2026-04-06,50.91,49.08,247.1019,-454.79,-3.6,B:ATR2.5x
EOG,XLE,78,2026-03-18,2026-04-08,137.63,138.84,42.4792,50.21,0.88,A:EMA21
TRGP,—,73,2026-02-27,2026-04-13,235.99,240.15,27.265,112.19,1.76,A:EMA21
DELL,XLK,82,2026-04-13,2026-04-15,189.94,177.01,31.6448,-410.35,-6.81,A:EMA8
GLW,—,70,2026-04-08,2026-04-17,165.23,164.13,35.4778,-40.23,-0.66,A:EMA8
EQIX,—,76,2026-04-08,2026-04-27,1018.47,1088.22,5.7577,400.3,6.85,A:EMA8
TER,—,74,2026-04-08,2026-04-28,358.58,379.56,16.3509,341.84,5.85,A:EMA8
GLW,—,70,2026-04-08,2026-04-28,165.23,152.82,35.4778,-441.59,-7.51,A:EMA21
GLW,—,70,2026-04-08,2026-04-28,165.23,152.82,70.9557,-882.18,-7.51,B:ATR2.5x
TER,—,74,2026-04-08,2026-04-29,358.58,305.87,16.3509,-863.04,-14.7,A:EMA21
TER,—,74,2026-04-08,2026-04-29,358.58,305.87,32.7019,-1725.09,-14.7,B:ATR2.5x
EQIX,—,76,2026-04-08,2026-05-07,1018.47,1065.16,5.7577,267.55,4.58,A:EMA21
EQIX,—,76,2026-04-08,2026-05-07,1018.47,1065.16,11.5154,536.1,4.58,B:ATR2.5x
WST,—,64,2026-05-07,2026-05-12,322.27,311.6,18.6171,-199.81,-3.31,A:EMA8
QSR,—,55,2026-03-06,2026-05-13,74.04,76.33,161.3809,367.44,3.09,B:ATR2.5x
WST,—,64,2026-05-07,2026-05-13,322.27,301.95,37.2342,-758.14,-6.31,B:ATR2.5x
NUE,—,57,2026-04-28,2026-05-15,225.29,226.68,26.5923,35.7,0.62,A:EMA8
MRVL,SMH,76,2026-05-13,2026-05-18,178.09,168.68,34.6455,-327.46,-5.29,A:EMA8
DELL,XLK,82,2026-04-13,2026-06-03,189.94,420.87,94.9345,21921.24,121.58,EOD
NUE,—,57,2026-04-28,2026-06-03,225.29,257.6,79.7768,2575.92,14.34,EOD
STM,—,73,2026-04-29,2026-06-03,52.71,79.67,440.655,11877.18,51.14,EOD
WST,—,64,2026-05-07,2026-06-03,322.27,316.15,18.6171,-115.11,-1.9,EOD
MRVL,SMH,76,2026-05-13,2026-06-03,178.09,301.5,103.9366,12824.73,69.29,EOD
