symbol,sector,score,entry_date,exit_date,entry,exit,shares,pnl,pnl_pct,outcome
FANG,—,64,2026-03-17,2026-04-01,187.37,190.52,2.6659,6.91,1.68,PARTIAL
EOG,XLE,78,2026-03-18,2026-04-01,137.63,140.35,3.6293,8.37,1.98,PARTIAL
PSX,—,64,2026-03-04,2026-04-07,164.85,174.44,3.03,27.55,5.82,EMA21
OXY,—,73,2026-03-12,2026-04-08,58.46,59.68,8.5448,8.96,2.09,EMA21
LYB,—,70,2026-03-12,2026-04-08,74.39,74.11,6.7147,-3.39,-0.38,EMA21
MPC,—,57,2026-03-12,2026-04-08,230.27,231.63,2.1692,1.45,0.59,EMA21
COP,XLE,72,2026-03-17,2026-04-08,122.97,125.03,4.062,6.88,1.68,EMA21
FANG,—,64,2026-03-17,2026-04-08,187.37,186.19,2.6659,-4.64,-0.63,EMA21
EOG,XLE,78,2026-03-18,2026-04-08,137.63,138.84,3.6293,2.9,0.88,EMA21
VLO,—,66,2026-03-04,2026-04-09,225.78,234.75,2.2123,18.34,3.97,EMA21
DOW,—,77,2026-03-12,2026-04-09,37.61,37.98,13.281,3.45,0.99,EMA21
TRGP,—,73,2026-02-27,2026-04-13,235.99,240.15,2.1166,7.31,1.76,EMA21
EIX,—,74,2026-04-09,2026-04-13,75.88,72.35,6.5827,-24.72,-4.65,PARTIAL
EIX,—,74,2026-04-09,2026-04-13,75.88,72.28,6.5827,-25.19,-4.74,EMA21
WAB,—,64,2026-04-08,2026-04-15,269.88,257.25,1.8509,-24.87,-4.68,PARTIAL
WAB,—,64,2026-04-08,2026-04-16,269.88,255.12,1.8509,-28.82,-5.47,EMA21
GLW,—,70,2026-04-08,2026-04-17,165.23,164.3,3.023,-4.32,-0.57,PARTIAL
PPL,—,67,2026-04-08,2026-04-17,39.18,39.0,12.7484,-3.81,-0.46,PARTIAL
PPL,—,67,2026-04-08,2026-04-20,39.18,38.67,12.7484,-7.99,-1.3,EMA21
C,XLF,56,2026-04-13,2026-04-23,126.38,128.45,3.9523,6.66,1.63,PARTIAL
EQIX,—,76,2026-04-08,2026-04-27,1018.47,1089.31,0.4904,33.24,6.95,PARTIAL
DLR,—,68,2026-04-08,2026-04-27,185.78,196.24,2.6887,26.63,5.63,PARTIAL
IRM,—,63,2026-04-16,2026-04-27,117.82,112.69,4.2394,-23.25,-4.35,PARTIAL
TER,—,74,2026-04-08,2026-04-28,358.58,379.94,1.393,28.26,5.96,PARTIAL
GLW,—,70,2026-04-08,2026-04-28,165.23,152.82,3.023,-39.02,-7.51,EMA21
